t,path_0,path_1,path_2,path_3,path_4,path_5,path_6,path_7,path_8,path_9,path_10,path_11,path_12,path_13,path_14,path_15,path_16,path_17,path_18,path_19,path_20,path_21,path_22,path_23,path_24,path_25,path_26,path_27,path_28,path_29,path_30,path_31,path_32,path_33,path_34,path_35,path_36,path_37,path_38,path_39,path_40,path_41,path_42,path_43,path_44,path_45,path_46,path_47,path_48,path_49
0.282000,0.877998,1.092349,1.151717,0.826744,0.753768,1.034345,0.995923,1.286466,0.946777,1.229730,1.140111,1.130185,1.042401,0.863080,0.852723,1.239577,0.790119,1.151190,1.130488,0.732199,0.861532,1.205394,0.860183,0.972432,1.121513,1.335396,0.954864,1.246189,1.187528,0.915094,1.032007,0.862550,1.136065,1.132352,1.006942,1.070392,1.290814,0.871401,0.849393,0.987108,0.803570,0.876849,1.097549,0.921354,0.918150,1.096601,0.714438,0.911176,1.233678,0.942888
0.283000,0.872849,1.109571,1.149432,0.809853,0.755694,1.032027,0.994764,1.271355,0.937172,1.227701,1.132160,1.145637,1.044447,0.864115,0.864127,1.244288,0.802362,1.174907,1.135695,0.732218,0.870732,1.202579,0.869068,0.986349,1.136927,1.345822,0.963322,1.248927,1.190709,0.902961,1.037656,0.864632,1.132077,1.123241,1.011077,1.068012,1.302387,0.874296,0.865989,0.985791,0.805691,0.869911,1.090880,0.916651,0.920952,1.069438,0.706024,0.915221,1.235590,0.937337
0.284000,0.866741,1.119286,1.150985,0.796330,0.760197,1.038356,1.010936,1.248913,0.943715,1.243329,1.144977,1.133223,1.049842,0.864512,0.858574,1.265285,0.795382,1.175083,1.133404,0.740510,0.873561,1.192695,0.878705,0.975616,1.146208,1.354027,0.963024,1.273457,1.201910,0.917281,1.035225,0.864824,1.139486,1.140569,1.011611,1.074793,1.294941,0.884515,0.859175,0.999995,0.812889,0.879249,1.086377,0.909495,0.912484,1.087798,0.699913,0.914821,1.245247,0.948459
0.285000,0.867841,1.113726,1.141577,0.799874,0.751475,1.046025,1.004317,1.217051,0.949012,1.235973,1.124777,1.128360,1.056909,0.857461,0.855640,1.271991,0.782536,1.153074,1.150331,0.736782,0.866425,1.198787,0.870285,0.976357,1.147390,1.340681,0.959490,1.286382,1.222279,0.914896,1.039566,0.859879,1.140027,1.153288,1.007577,1.076251,1.288961,0.895665,0.853162,0.981895,0.798859,0.876157,1.095641,0.913091,0.896620,1.092887,0.703953,0.911675,1.219692,0.945209
0.286000,0.870386,1.104588,1.114247,0.809157,0.760115,1.048014,0.994468,1.210400,0.951010,1.269234,1.123837,1.135159,1.063713,0.869021,0.859095,1.263520,0.791784,1.175169,1.132352,0.745301,0.863308,1.194189,0.865280,0.961718,1.136389,1.348839,0.960490,1.283091,1.232672,0.914820,1.034849,0.859689,1.137851,1.163142,1.011487,1.078714,1.289913,0.897184,0.861623,0.989382,0.796921,0.873766,1.109028,0.918093,0.900902,1.098992,0.702433,0.912654,1.243682,0.934898
0.287000,0.885550,1.114129,1.110917,0.813721,0.748744,1.042981,0.999536,1.210922,0.946754,1.286759,1.132737,1.132436,1.086400,0.867083,0.869996,1.301894,0.787046,1.160283,1.110861,0.742451,0.864418,1.201639,0.862551,0.947874,1.122920,1.353728,0.964035,1.293610,1.234890,0.918452,1.031228,0.853352,1.132513,1.152742,1.023380,1.065363,1.298165,0.904338,0.852294,0.981758,0.797244,0.866333,1.101029,0.921559,0.900226,1.110904,0.711611,0.905255,1.248812,0.942848
0.288000,0.893420,1.105621,1.117946,0.811697,0.759037,1.037845,1.004448,1.226791,0.960428,1.290037,1.135965,1.105918,1.079775,0.870408,0.881386,1.312375,0.787606,1.164886,1.117336,0.749004,0.856594,1.210306,0.858408,0.962341,1.124656,1.354004,0.964123,1.316453,1.226032,0.907733,1.024983,0.843243,1.112072,1.155683,1.016073,1.062756,1.302750,0.909502,0.850351,0.983030,0.791962,0.848054,1.100537,0.919957,0.908589,1.111018,0.719879,0.917236,1.271109,0.944982
0.289000,0.896085,1.103925,1.116622,0.811421,0.757246,1.040505,1.009716,1.249756,0.949205,1.314427,1.132255,1.090855,1.097352,0.861480,0.897941,1.308137,0.786799,1.173424,1.098150,0.758200,0.857588,1.219654,0.857933,0.954266,1.122522,1.340248,0.962839,1.331417,1.213429,0.908034,1.030228,0.840719,1.119211,1.151693,1.017278,1.050729,1.294516,0.896404,0.860283,0.989203,0.795273,0.855648,1.095589,0.923660,0.906752,1.102471,0.719366,0.910373,1.255081,0.944817
0.290000,0.888527,1.107337,1.127871,0.810582,0.757722,1.030603,1.010948,1.239552,0.947522,1.324672,1.116049,1.095509,1.106224,0.850715,0.885874,1.301451,0.790798,1.181250,1.086195,0.766350,0.849291,1.213530,0.842001,0.949726,1.107310,1.327762,0.952460,1.323251,1.219349,0.902497,1.037678,0.839847,1.118134,1.163749,1.016252,1.056907,1.283891,0.878980,0.871046,0.991021,0.798231,0.846226,1.098141,0.916278,0.915951,1.099031,0.721901,0.902601,1.262646,0.943517
0.291000,0.883972,1.096052,1.125470,0.803836,0.744878,1.024214,1.020118,1.235004,0.951313,1.337433,1.120299,1.090360,1.112258,0.858370,0.873275,1.296988,0.805103,1.169861,1.077800,0.769272,0.847614,1.210976,0.839367,0.932063,1.100426,1.305745,0.959089,1.343003,1.226816,0.900506,1.035191,0.842112,1.121523,1.161072,1.010718,1.052708,1.252546,0.877595,0.888507,0.970132,0.796474,0.834760,1.084871,0.926426,0.920465,1.096758,0.725516,0.912113,1.268812,0.934520
0.292000,0.880067,1.100406,1.145200,0.802922,0.753948,1.020527,1.025716,1.221833,0.956717,1.349955,1.140436,1.100573,1.117121,0.860274,0.872095,1.277219,0.805442,1.173811,1.078256,0.766350,0.839885,1.215398,0.840219,0.927936,1.091706,1.312495,0.962662,1.328678,1.218743,0.892477,1.040652,0.853822,1.132241,1.171149,1.004153,1.053547,1.268859,0.890714,0.895127,0.976857,0.797746,0.835266,1.079132,0.927182,0.917847,1.095863,0.724054,0.915110,1.302161,0.940534
0.293000,0.874397,1.094122,1.158799,0.808850,0.751667,1.013714,1.020239,1.238862,0.951273,1.362061,1.139602,1.089494,1.112089,0.855974,0.867059,1.288631,0.794777,1.182634,1.086872,0.774500,0.837624,1.232664,0.837884,0.910776,1.098745,1.298225,0.946707,1.331059,1.203019,0.881624,1.024572,0.851497,1.132164,1.179990,0.996833,1.057821,1.280746,0.885799,0.907731,0.971859,0.803940,0.842523,1.083178,0.931730,0.923323,1.087470,0.716533,0.900878,1.328735,0.936513
0.294000,0.862768,1.089345,1.158060,0.814903,0.760116,1.022870,1.037542,1.242322,0.953710,1.352219,1.120431,1.090342,1.086238,0.851803,0.861905,1.266378,0.790097,1.170679,1.089199,0.779433,0.840141,1.232219,0.831985,0.916004,1.116500,1.301687,0.941868,1.321887,1.203597,0.891442,1.013088,0.854301,1.129516,1.169357,0.990471,1.052829,1.287366,0.901624,0.898522,0.974319,0.804765,0.836503,1.096298,0.944273,0.925060,1.077362,0.722169,0.902233,1.324890,0.935722
0.295000,0.867843,1.087053,1.151541,0.813399,0.763789,1.004168,1.031675,1.266339,0.966728,1.354993,1.107095,1.095856,1.088312,0.866864,0.853797,1.287035,0.797063,1.155213,1.094238,0.778231,0.836067,1.230493,0.828103,0.913858,1.090659,1.309131,0.934112,1.321854,1.202324,0.892043,1.014674,0.865312,1.135673,1.169397,0.991125,1.049206,1.287520,0.905180,0.885867,0.977612,0.803461,0.850670,1.093594,0.948094,0.917842,1.085597,0.722357,0.905242,1.314355,0.937803
0.296000,0.864660,1.097137,1.148013,0.818103,0.760077,0.997426,1.025715,1.291242,0.966928,1.349468,1.114926,1.085050,1.077126,0.866371,0.854209,1.298035,0.785080,1.149598,1.092122,0.777449,0.841192,1.242671,0.832406,0.906976,1.096756,1.305906,0.931022,1.359447,1.204967,0.892097,1.031869,0.869901,1.133825,1.158273,0.995203,1.049262,1.271027,0.921243,0.894731,0.969899,0.800781,0.849784,1.107542,0.935282,0.912467,1.087832,0.723569,0.904392,1.306528,0.937790
0.297000,0.855991,1.095379,1.145078,0.807189,0.755605,1.007614,1.020240,1.290285,0.963945,1.348136,1.121518,1.081724,1.075812,0.857000,0.856016,1.330156,0.787842,1.142003,1.090211,0.784015,0.841962,1.246585,0.841353,0.909306,1.094500,1.279681,0.923430,1.344332,1.224211,0.884946,1.030301,0.875152,1.126656,1.161934,0.993289,1.050076,1.278612,0.923634,0.893305,0.958151,0.806730,0.853699,1.108073,0.936718,0.907237,1.088695,0.729090,0.905340,1.307119,0.941006
0.298000,0.854213,1.095763,1.147983,0.804172,0.754760,1.011143,1.011365,1.317388,0.993615,1.330846,1.119862,1.082352,1.071773,0.853361,0.849964,1.310070,0.785203,1.126030,1.092087,0.788783,0.841605,1.258995,0.847935,0.896486,1.103071,1.276421,0.926176,1.360611,1.230867,0.872809,1.031207,0.874632,1.131487,1.143309,0.983791,1.054582,1.262532,0.921887,0.887011,0.968154,0.804395,0.886127,1.103901,0.948488,0.901325,1.093042,0.722701,0.892335,1.308415,0.950700
0.299000,0.851268,1.103918,1.135370,0.797806,0.762767,1.018396,1.000858,1.309958,0.995384,1.310040,1.114599,1.079812,1.072833,0.853353,0.859213,1.317856,0.775423,1.115529,1.097466,0.787574,0.851574,1.251582,0.846364,0.903991,1.123569,1.302599,0.925110,1.361345,1.238234,0.869792,1.033558,0.869124,1.137791,1.146461,0.979859,1.060251,1.272093,0.928648,0.889459,0.963252,0.807520,0.890225,1.110746,0.944366,0.908428,1.091488,0.718747,0.881443,1.315188,0.953657
0.300000,0.841401,1.086441,1.130640,0.811436,0.773067,1.006624,0.987051,1.312173,1.017005,1.295461,1.092237,1.090848,1.060661,0.851964,0.873277,1.315306,0.776202,1.118073,1.093770,0.792408,0.853683,1.256139,0.856996,0.902265,1.142798,1.304560,0.914506,1.355035,1.226551,0.878738,1.029865,0.866172,1.145247,1.147402,0.986344,1.056038,1.278043,0.918281,0.888764,0.951274,0.809829,0.892817,1.102590,0.949231,0.900802,1.099149,0.717566,0.876905,1.303263,0.944580
0.301000,0.844854,1.074771,1.130223,0.803374,0.761785,0.990717,0.981499,1.348894,1.021496,1.296422,1.085916,1.081714,1.041569,0.856564,0.877168,1.311656,0.775304,1.122435,1.101423,0.803104,0.847151,1.254566,0.854630,0.895240,1.155850,1.310715,0.921094,1.352278,1.222586,0.875133,1.034213,0.871100,1.141394,1.154477,0.989167,1.061143,1.278204,0.922569,0.882675,0.947597,0.792324,0.895369,1.108448,0.978670,0.909872,1.089227,0.716263,0.875339,1.288959,0.949689
0.302000,0.845546,1.062405,1.126881,0.810914,0.763736,0.984954,0.982875,1.373334,1.022205,1.289671,1.102005,1.085266,1.056033,0.859252,0.885137,1.309336,0.786899,1.141583,1.106906,0.815123,0.855180,1.259291,0.852640,0.904943,1.146149,1.298250,0.922797,1.335226,1.220046,0.877498,1.031374,0.870939,1.132596,1.145669,0.992090,1.069266,1.292992,0.915804,0.879440,0.941641,0.793073,0.913208,1.105407,0.980368,0.905845,1.098162,0.722417,0.873021,1.287104,0.959769
0.303000,0.846120,1.057351,1.118666,0.816889,0.762497,0.986326,0.987255,1.355519,1.024605,1.280761,1.101672,1.087315,1.052365,0.856411,0.873844,1.313539,0.791605,1.143635,1.096906,0.804322,0.862268,1.259988,0.853195,0.911868,1.114573,1.289121,0.914666,1.341888,1.227065,0.882562,1.018936,0.883995,1.135010,1.154845,0.990324,1.066670,1.284772,0.914437,0.880201,0.951915,0.793521,0.900873,1.101716,0.974307,0.896804,1.108787,0.723003,0.870585,1.305783,0.974297
0.304000,0.845945,1.057599,1.119497,0.812269,0.751312,0.981071,0.995305,1.383493,1.021000,1.258443,1.091543,1.095319,1.042527,0.847418,0.881059,1.296362,0.782857,1.153240,1.101761,0.807525,0.851875,1.268082,0.859453,0.916242,1.140375,1.300970,0.921267,1.314220,1.218874,0.886774,1.020613,0.886362,1.123825,1.132147,0.991755,1.057099,1.302883,0.920183,0.886164,0.951610,0.789130,0.903505,1.096164,0.963824,0.901669,1.102608,0.723206,0.874461,1.290358,0.973650
0.305000,0.841368,1.058961,1.128029,0.818941,0.755437,0.973131,0.986711,1.389628,1.031537,1.259578,1.101893,1.105934,1.047376,0.848399,0.859866,1.328589,0.775046,1.171074,1.101756,0.814789,0.844815,1.276194,0.868241,0.907027,1.148984,1.321886,0.927213,1.309911,1.232783,0.895572,1.032835,0.901748,1.124116,1.117047,0.997387,1.053472,1.302724,0.920565,0.885095,0.943719,0.787340,0.934888,1.076805,0.967414,0.897278,1.097005,0.721459,0.869557,1.292117,0.968278
0.306000,0.838480,1.061494,1.127414,0.811400,0.744605,0.972228,0.989412,1.375902,1.054790,1.256249,1.122290,1.109712,1.043886,0.854678,0.873742,1.334809,0.781675,1.183142,1.103057,0.817243,0.845560,1.272498,0.870271,0.917852,1.155193,1.310985,0.916523,1.327202,1.226206,0.894726,1.031552,0.923520,1.108704,1.120710,0.997829,1.046611,1.290587,0.917976,0.884848,0.957253,0.783943,0.945011,1.086902,0.957564,0.899497,1.093250,0.723241,0.864768,1.310988,0.962615
0.307000,0.835933,1.057470,1.132134,0.806080,0.753450,0.973455,0.985438,1.373084,1.047115,1.237117,1.112850,1.128389,1.049765,0.857481,0.878534,1.338921,0.767177,1.204853,1.092975,0.824062,0.840682,1.271282,0.851638,0.929349,1.173577,1.315652,0.911013,1.318223,1.235199,0.881475,1.041558,0.935399,1.108216,1.124437,1.004038,1.049091,1.289452,0.879002,0.888165,0.955245,0.785270,0.962701,1.090454,0.963884,0.900936,1.092928,0.723179,0.871238,1.301765,0.959738
0.308000,0.844473,1.058756,1.135713,0.807870,0.747103,0.977445,0.987315,1.342975,1.052320,1.231598,1.108613,1.134854,1.045494,0.856040,0.870385,1.340876,0.758547,1.212379,1.108179,0.831717,0.836518,1.265303,0.833977,0.927112,1.170741,1.296545,0.914117,1.321620,1.239922,0.881461,1.042325,0.932826,1.115472,1.113984,1.005063,1.058865,1.287907,0.891293,0.881345,0.962286,0.779180,0.965985,1.102879,0.954308,0.899961,1.092485,0.713630,0.865439,1.315116,0.958878
0.309000,0.851201,1.075249,1.103441,0.798933,0.752196,0.978465,0.991130,1.341710,1.031282,1.208693,1.117705,1.131218,1.047318,0.856565,0.855594,1.346245,0.752792,1.206828,1.109172,0.829354,0.836508,1.264877,0.816716,0.923233,1.168057,1.291559,0.912608,1.355181,1.260803,0.870030,1.033939,0.933469,1.115263,1.119817,0.999545,1.063429,1.290574,0.882110,0.892602,0.966284,0.779722,0.968354,1.100491,0.949340,0.903107,1.092062,0.708802,0.861322,1.335699,0.945047
0.310000,0.855275,1.076894,1.093638,0.810297,0.753058,0.980377,0.971740,1.353269,1.054884,1.213423,1.129719,1.131496,1.065371,0.852837,0.852806,1.357643,0.752152,1.204164,1.097998,0.831101,0.842437,1.254132,0.816783,0.927225,1.199274,1.264017,0.904190,1.355687,1.259806,0.852118,1.010996,0.947275,1.119165,1.109772,1.003891,1.069178,1.288743,0.872848,0.890703,0.970317,0.784747,0.992989,1.097786,0.947042,0.906001,1.088551,0.706845,0.867918,1.348376,0.960646
0.311000,0.854456,1.066969,1.098851,0.803355,0.758384,0.983743,0.972068,1.350486,1.040639,1.212695,1.139124,1.129392,1.076260,0.850019,0.834612,1.346191,0.760841,1.209156,1.097362,0.827274,0.841479,1.251015,0.818616,0.929322,1.220569,1.265385,0.895345,1.360832,1.269525,0.845616,1.007924,0.950415,1.123781,1.110301,1.008492,1.066245,1.292110,0.892524,0.887489,0.975194,0.776980,0.976984,1.096650,0.959234,0.905563,1.088224,0.708421,0.876622,1.345926,0.954741
0.312000,0.849949,1.073238,1.109792,0.800527,0.751016,0.977255,0.980692,1.336666,1.024170,1.205925,1.159079,1.122037,1.073761,0.846613,0.839608,1.359170,0.761767,1.232209,1.108667,0.843728,0.843159,1.235543,0.822516,0.936813,1.228938,1.267243,0.921433,1.367715,1.278806,0.848677,1.017372,0.949081,1.117913,1.122149,1.008363,1.072406,1.289362,0.895988,0.886854,0.980768,0.778369,0.972215,1.107567,0.961458,0.899915,1.087992,0.706055,0.875555,1.322334,0.965756
0.313000,0.851180,1.093002,1.100295,0.806918,0.751767,0.983373,0.978031,1.322505,1.045866,1.200172,1.160673,1.126922,1.061116,0.845718,0.829409,1.384936,0.764128,1.243281,1.104240,0.845295,0.839933,1.248608,0.821697,0.926531,1.226827,1.263262,0.921205,1.377761,1.301638,0.845713,1.020818,0.938358,1.118501,1.107976,1.005149,1.069681,1.285621,0.893994,0.871641,0.985993,0.782906,0.968858,1.105813,0.973124,0.895059,1.095780,0.707234,0.878867,1.337480,0.979044
0.314000,0.845303,1.105365,1.089167,0.803776,0.754542,0.979601,0.976188,1.353812,1.059320,1.205331,1.150985,1.133640,1.064073,0.846275,0.820473,1.390923,0.761157,1.241799,1.098060,0.835071,0.833544,1.243759,0.820029,0.914196,1.223373,1.243672,0.925070,1.377786,1.288523,0.842447,1.020930,0.952712,1.097505,1.110770,1.006489,1.075205,1.290114,0.896538,0.876857,0.986957,0.781997,0.946648,1.119318,0.972158,0.902569,1.100934,0.703539,0.875332,1.351302,0.975035
0.315000,0.846958,1.107519,1.083625,0.804249,0.760531,0.980431,0.974187,1.344971,1.042121,1.202518,1.144945,1.146778,1.083518,0.847631,0.824025,1.404684,0.767024,1.247243,1.091913,0.843573,0.832170,1.254389,0.824692,0.914229,1.239654,1.239080,0.919007,1.395735,1.285660,0.862398,1.042880,0.959707,1.102171,1.104642,0.998765,1.082728,1.306050,0.900809,0.883188,0.984080,0.784661,0.948877,1.112594,0.980818,0.902722,1.090426,0.715036,0.875468,1.356052,0.978015
0.316000,0.844493,1.100631,1.086969,0.799390,0.758088,0.971162,0.971632,1.361194,1.037908,1.192498,1.139770,1.134416,1.102311,0.851085,0.814538,1.409766,0.773824,1.246168,1.102576,0.853091,0.843307,1.250903,0.814816,0.914139,1.237435,1.240746,0.916416,1.419737,1.285583,0.866137,1.059422,0.951317,1.108575,1.101819,0.998914,1.088720,1.293633,0.907750,0.878143,0.980896,0.780315,0.950265,1.114077,0.983094,0.905503,1.098933,0.723808,0.882450,1.350737,0.965138
0.317000,0.838535,1.097072,1.085662,0.801210,0.770633,0.973390,0.973491,1.355270,1.040276,1.199468,1.128514,1.130432,1.111662,0.851891,0.821481,1.436307,0.769560,1.254527,1.097510,0.845198,0.838300,1.237805,0.805674,0.896098,1.227408,1.234361,0.914212,1.428231,1.269255,0.867103,1.065727,0.955582,1.106149,1.100224,0.999816,1.080761,1.301292,0.910581,0.868674,0.990941,0.777823,0.946991,1.114476,0.988148,0.904970,1.094971,0.723741,0.879260,1.336713,0.974375
0.318000,0.853000,1.098858,1.072153,0.801063,0.778850,0.972818,0.977878,1.339484,1.028651,1.201023,1.143375,1.142680,1.123471,0.850679,0.820934,1.409230,0.771786,1.290601,1.105779,0.848383,0.831354,1.229622,0.806516,0.907732,1.229181,1.249335,0.910373,1.427924,1.264750,0.870533,1.074373,0.958215,1.102627,1.115112,0.996010,1.090462,1.297411,0.933701,0.883948,0.987226,0.785224,0.933390,1.110694,0.999915,0.910280,1.094570,0.719312,0.870353,1.322604,0.964706
0.319000,0.860455,1.086821,1.077048,0.808824,0.782103,0.977562,0.977521,1.339542,1.041021,1.200581,1.143014,1.138310,1.127518,0.853036,0.801289,1.403388,0.770642,1.276429,1.097707,0.846568,0.823831,1.236784,0.811399,0.901622,1.210672,1.245326,0.903683,1.415485,1.266030,0.866962,1.056901,0.965138,1.102507,1.116693,0.987194,1.098369,1.290770,0.941139,0.884854,0.994121,0.777522,0.952081,1.095375,0.975989,0.898612,1.096203,0.719426,0.874782,1.319381,0.974865
0.320000,0.854922,1.089977,1.074724,0.805126,0.766369,0.973531,0.974887,1.331924,1.050824,1.186365,1.129557,1.146074,1.145417,0.855576,0.811756,1.417610,0.786865,1.285357,1.107296,0.841454,0.811971,1.241633,0.811022,0.905365,1.214969,1.268795,0.912062,1.403186,1.260736,0.862785,1.080804,0.967038,1.099093,1.123636,0.986964,1.098455,1.282102,0.933490,0.881824,1.011524,0.781843,0.941019,1.099122,0.972012,0.903034,1.087550,0.718847,0.876213,1.306943,0.972858
0.321000,0.845024,1.096147,1.073857,0.811237,0.767975,0.971068,0.969781,1.328640,1.054706,1.182949,1.124470,1.152715,1.152493,0.859568,0.813895,1.436264,0.777365,1.299731,1.128278,0.814659,0.813024,1.234395,0.816160,0.910876,1.174342,1.237701,0.913053,1.396604,1.271470,0.871462,1.091977,0.948755,1.103802,1.120047,0.993485,1.108670,1.277977,0.945688,0.880802,1.013519,0.781639,0.947972,1.076570,0.977535,0.910042,1.073768,0.719772,0.867856,1.292971,0.960980
0.322000,0.851126,1.081985,1.063460,0.808747,0.744547,0.962879,0.981778,1.316812,1.060798,1.176432,1.153461,1.161499,1.138047,0.854564,0.812106,1.448962,0.778278,1.302296,1.130854,0.818039,0.810069,1.227936,0.821861,0.891854,1.192407,1.253699,0.912278,1.410767,1.291117,0.890186,1.075311,0.958163,1.106105,1.116941,0.994262,1.109569,1.276283,0.956480,0.884539,1.010410,0.781835,0.957000,1.084536,0.968681,0.909199,1.073269,0.720921,0.866176,1.274376,0.966230
0.323000,0.835365,1.074243,1.067934,0.812233,0.733202,0.971456,0.977007,1.293577,1.071177,1.160674,1.141305,1.180908,1.156138,0.852517,0.801989,1.458691,0.784690,1.292282,1.140660,0.802727,0.804158,1.210421,0.820222,0.891585,1.204710,1.266370,0.915591,1.395753,1.282550,0.894655,1.079035,0.960808,1.108246,1.119235,0.987550,1.107320,1.276150,0.955764,0.868181,1.012617,0.775904,0.967743,1.082726,0.965507,0.917133,1.084818,0.724436,0.866743,1.264149,0.975324
0.324000,0.832221,1.080843,1.063922,0.811361,0.717167,0.968810,0.980051,1.310569,1.094618,1.153327,1.145571,1.181694,1.160612,0.854395,0.820854,1.458729,0.785720,1.300705,1.162991,0.808467,0.804296,1.202139,0.815044,0.858000,1.189924,1.260662,0.924154,1.401603,1.294433,0.897291,1.081959,0.968375,1.107986,1.106513,0.996674,1.105181,1.280955,0.941276,0.876627,1.018029,0.781087,0.948424,1.082893,0.961240,0.918006,1.085985,0.722221,0.867866,1.254269,0.970312
0.325000,0.842424,1.057644,1.065399,0.810705,0.716905,0.973761,0.980897,1.298794,1.084295,1.166324,1.178173,1.168078,1.161485,0.857494,0.822746,1.425422,0.786980,1.313191,1.151504,0.823044,0.801651,1.212529,0.813161,0.848816,1.189875,1.275985,0.932270,1.405010,1.286411,0.906568,1.085212,0.974654,1.113228,1.110223,1.004287,1.109641,1.277046,0.947470,0.868731,1.024776,0.783450,0.968948,1.063782,0.979754,0.910940,1.084214,0.714528,0.865432,1.244021,0.970517
0.326000,0.837427,1.058936,1.066108,0.813732,0.717447,0.977594,0.976871,1.283274,1.088742,1.163173,1.151914,1.195500,1.144958,0.858324,0.825924,1.438442,0.796766,1.324507,1.156006,0.824034,0.797028,1.208277,0.811042,0.860416,1.203488,1.293134,0.931905,1.401430,1.309108,0.911391,1.083998,0.966172,1.105646,1.111030,1.012136,1.105494,1.270883,0.950574,0.870869,1.032448,0.787718,0.974340,1.059557,0.979647,0.921776,1.086651,0.711986,0.868713,1.268826,0.971951
0.327000,0.828396,1.056031,1.068915,0.811222,0.736341,0.987230,0.978453,1.275099,1.103919,1.136854,1.161008,1.200246,1.138267,0.855826,0.819608,1.444152,0.793422,1.311432,1.156074,0.827360,0.809834,1.203646,0.819935,0.864186,1.219334,1.301218,0.937823,1.399080,1.297820,0.910826,1.090562,0.955404,1.094605,1.115222,1.020792,1.094312,1.282291,0.940194,0.870934,1.052642,0.776554,0.982303,1.068078,0.960311,0.917273,1.086956,0.721904,0.873473,1.283085,0.978016
0.328000,0.837622,1.059801,1.078434,0.814742,0.741336,0.991337,0.975151,1.252362,1.099982,1.148973,1.145355,1.193530,1.138166,0.857340,0.825325,1.445954,0.789822,1.330753,1.149040,0.821720,0.806169,1.200692,0.828934,0.857366,1.203701,1.310394,0.944174,1.393860,1.301048,0.904466,1.086560,0.947924,1.088285,1.116123,1.020177,1.101067,1.276665,0.926859,0.870267,1.040414,0.776159,0.986541,1.067347,0.953978,0.920551,1.082406,0.723562,0.858986,1.268089,0.986555
0.329000,0.837241,1.055849,1.066023,0.809266,0.749436,0.998902,0.971516,1.240740,1.091369,1.151236,1.136989,1.197330,1.149182,0.863834,0.822922,1.449528,0.781055,1.329323,1.126501,0.823885,0.808069,1.175602,0.831479,0.850021,1.226838,1.310648,0.954250,1.400547,1.295901,0.903034,1.077462,0.942223,1.099422,1.105138,1.026941,1.097517,1.268113,0.921421,0.874927,1.030283,0.778804,0.989128,1.064215,0.943106,0.922304,1.078869,0.726765,0.865030,1.263397,0.985892
0.330000,0.845727,1.053054,1.060561,0.809428,0.748570,1.011150,0.970468,1.257008,1.071795,1.156788,1.113140,1.212024,1.158637,0.866571,0.831136,1.446532,0.784731,1.342295,1.130282,0.834976,0.811454,1.170742,0.845242,0.837465,1.204212,1.309296,0.960465,1.387830,1.281997,0.913625,1.087845,0.950789,1.092386,1.095006,1.024414,1.091461,1.255386,0.930969,0.872593,1.035664,0.783914,0.989218,1.057150,0.946580,0.923286,1.082120,0.724242,0.867559,1.278494,0.986177
0.331000,0.848613,1.054277,1.070262,0.804002,0.747440,1.024332,0.976503,1.258533,1.075475,1.156529,1.120903,1.216271,1.179403,0.864430,0.833573,1.475204,0.782909,1.336208,1.125066,0.832586,0.814375,1.174223,0.850430,0.831883,1.211751,1.302368,0.956481,1.389364,1.282865,0.900772,1.076758,0.949545,1.082336,1.092553,1.019894,1.088969,1.257831,0.932539,0.874306,1.056354,0.786621,0.980119,1.049147,0.945708,0.915203,1.070729,0.731297,0.869866,1.271976,0.990840
0.332000,0.841763,1.044508,1.062714,0.806801,0.764655,1.018495,0.963957,1.248212,1.074102,1.165660,1.142208,1.227013,1.176814,0.869377,0.833542,1.462132,0.777604,1.306719,1.128793,0.834149,0.815136,1.174212,0.838127,0.832599,1.211153,1.288149,0.955780,1.375746,1.282772,0.914546,1.059605,0.940784,1.081800,1.084383,1.022751,1.081074,1.268905,0.927303,0.871874,1.061705,0.793000,0.977697,1.077771,0.952331,0.913931,1.068930,0.726571,0.867264,1.259855,0.972885
0.333000,0.836818,1.026592,1.046392,0.807889,0.760831,1.021126,0.963592,1.264424,1.062402,1.163066,1.154580,1.222804,1.174135,0.871442,0.810744,1.456832,0.768213,1.306112,1.147078,0.809180,0.816978,1.181773,0.842236,0.833660,1.226089,1.289750,0.946793,1.357348,1.258524,0.908250,1.073333,0.935092,1.086138,1.087566,1.015868,1.078385,1.273880,0.937906,0.875792,1.069617,0.795035,0.980697,1.080247,0.946456,0.908432,1.070882,0.731779,0.864796,1.261648,0.953885
0.334000,0.826473,1.032046,1.029230,0.807960,0.758714,1.025269,0.963161,1.235848,1.061866,1.168663,1.158965,1.218974,1.182503,0.875428,0.811284,1.460148,0.758369,1.288831,1.142833,0.802428,0.827601,1.190526,0.836652,0.834706,1.208593,1.298783,0.944567,1.346460,1.249215,0.908148,1.092724,0.924175,1.076620,1.088798,1.019770,1.076448,1.276765,0.948078,0.878784,1.072473,0.801186,0.981108,1.070467,0.941133,0.896402,1.067699,0.727296,0.859121,1.235853,0.952274
0.335000,0.817328,1.030730,1.026108,0.801948,0.769612,1.015518,0.960495,1.224706,1.066116,1.169567,1.161487,1.210601,1.194576,0.870471,0.804026,1.453663,0.762720,1.289743,1.157406,0.800275,0.832492,1.174359,0.842301,0.833444,1.206902,1.304956,0.943098,1.354074,1.260986,0.901666,1.087366,0.926545,1.081944,1.084460,1.012641,1.080166,1.287733,0.947401,0.891314,1.080673,0.803016,0.973295,1.076824,0.937580,0.890227,1.065768,0.738942,0.864366,1.213670,0.948602
