t,path_0,path_1,path_2,path_3,path_4,path_5,path_6,path_7,path_8,path_9,path_10,path_11,path_12,path_13,path_14,path_15,path_16,path_17,path_18,path_19,path_20,path_21,path_22,path_23,path_24,path_25,path_26,path_27,path_28,path_29,path_30,path_31,path_32,path_33,path_34,path_35,path_36,path_37,path_38,path_39,path_40,path_41,path_42,path_43,path_44,path_45,path_46,path_47,path_48,path_49
0.010000,0.958187,1.020361,1.021420,1.045929,1.045140,1.002838,0.998950,0.974823,0.999433,1.015114,0.996275,0.994896,1.048442,1.066713,0.966901,1.005757,0.959651,0.973674,0.997433,0.979738,1.011571,0.963812,1.019837,0.980215,1.014282,1.037574,1.040402,1.006987,1.016687,1.028683,1.004267,1.025137,0.970633,0.996106,0.998670,1.013031,1.022190,1.014133,0.921647,1.009154,0.980346,0.967153,1.007650,1.014864,1.018432,0.996342,0.960452,0.969763,0.964191,0.938811
0.011000,0.951155,1.026106,1.015788,1.044097,1.052892,1.008283,1.007436,0.967389,1.006635,0.991347,1.001566,0.996086,1.033690,1.064303,0.954520,1.000712,0.960673,0.978166,0.974684,0.977314,1.001520,0.970221,1.015579,0.988896,1.009333,1.031530,1.045119,1.013990,1.012746,1.022689,0.994425,1.030917,0.979865,0.992971,1.006833,1.003379,1.035979,1.011906,0.918275,1.009790,0.981243,0.984858,1.012810,0.999034,1.012820,0.998086,0.978543,0.962085,0.970642,0.928584
0.012000,0.961774,1.012241,1.007563,1.058196,1.040112,1.019852,1.012137,0.951873,1.003604,1.001531,1.000024,0.988724,1.038102,1.062508,0.966763,1.006702,0.963200,0.998521,0.983380,0.994258,1.010145,0.966356,1.017218,0.990211,1.002159,1.029624,1.041259,1.029411,1.017338,1.030960,0.981144,1.026138,0.968338,1.003765,0.990944,0.998011,1.055421,1.008826,0.916611,1.007813,0.979872,0.974290,1.024016,0.992624,1.016719,1.012853,0.965142,0.971176,0.960458,0.907425
0.013000,0.946961,1.012244,1.018087,1.057327,1.046611,1.020424,1.003294,0.952694,1.000938,1.010132,1.013011,0.992898,1.038299,1.073635,0.958518,0.996138,0.962489,0.982587,0.977879,0.983880,1.006968,0.996085,1.025896,0.983147,1.005839,1.013384,1.049573,1.024002,1.011823,1.035906,0.981242,1.032975,0.961053,1.002375,0.988849,1.008667,1.051144,1.007522,0.915218,1.017050,0.973986,0.980717,1.022582,1.002120,1.011867,1.029383,0.958524,0.969186,0.966189,0.917864
0.014000,0.925263,1.015687,1.024089,1.056610,1.035403,1.019533,1.012044,0.958263,1.002563,1.001066,1.030795,0.992347,1.033045,1.073590,0.966078,1.000081,0.945455,0.973819,0.986689,0.982631,0.989381,0.994720,1.019818,0.981792,1.011920,1.003730,1.049056,1.020323,1.021538,1.029254,0.997147,1.034807,0.967200,1.007191,0.987110,1.012248,1.055828,1.007631,0.916558,0.988899,0.985084,1.001705,1.027812,1.021611,1.002647,1.013614,0.963951,0.982080,0.962580,0.910613
0.015000,0.932822,1.019016,1.021451,1.067428,1.020962,1.019446,1.010288,0.960346,1.004518,0.992144,1.025906,0.998019,1.028465,1.053870,0.979729,0.984164,0.949817,0.986344,0.980814,0.974807,0.991025,1.005610,1.011181,1.005701,1.006757,1.010298,1.044949,1.015720,1.017094,1.027322,0.999627,1.027968,0.981012,1.011521,0.982428,1.020821,1.036479,0.995525,0.922991,0.981574,0.976513,0.999590,1.049546,1.017960,1.001144,1.020085,0.954934,0.957690,0.952559,0.931931
0.016000,0.942271,1.017374,1.046506,1.069325,1.022536,1.004075,0.989902,0.964628,1.021645,0.997687,1.051287,1.006631,1.024506,1.058828,0.966278,1.003661,0.946697,0.980478,0.969796,0.958233,0.970090,1.022689,1.021161,1.027553,1.014681,1.001546,1.060104,1.009370,1.022813,1.024318,1.012326,1.010840,0.976485,1.005285,0.987593,1.007865,1.029427,1.006549,0.925332,0.982666,0.965810,1.000928,1.052129,1.014478,0.989742,1.018840,0.950613,0.951740,0.960781,0.936338
0.017000,0.936292,1.010936,1.042394,1.076696,1.012085,1.010357,0.984774,0.971803,1.014118,0.994138,1.072963,1.010341,1.031508,1.052249,0.958872,1.010975,0.956718,0.983358,0.964006,0.955334,0.986147,1.027794,1.019148,1.028050,1.027774,1.006700,1.061393,1.005606,1.011788,1.014181,1.004004,1.005015,0.983007,1.016802,0.988847,1.012933,1.044146,1.014209,0.919119,0.993794,0.958329,0.984695,1.059378,1.002444,0.990352,1.029040,0.955118,0.973733,0.949049,0.937703
0.018000,0.923899,0.995721,1.032016,1.086852,1.006966,1.004873,0.983920,0.971923,1.006720,0.996338,1.073986,1.005946,1.025647,1.035153,0.966595,1.022884,0.960961,0.979957,0.972731,0.947071,0.983475,1.051303,1.030107,1.016100,1.024716,1.003232,1.065386,0.992637,1.030815,1.015494,1.004983,0.997701,0.984105,1.000811,0.978202,1.018003,1.035177,1.016648,0.900315,1.007194,0.962941,0.970239,1.064813,1.003849,1.005469,1.023048,0.950268,0.960782,0.942099,0.958358
0.019000,0.921053,1.001943,1.035263,1.043811,1.013201,0.991670,0.970489,0.977202,1.008437,0.988876,1.053786,0.995118,1.035671,1.034078,0.965232,1.025000,0.960427,0.987834,0.968810,0.943876,0.973315,1.041594,1.036353,1.024156,1.008467,1.004671,1.070061,0.988961,1.040268,1.016032,1.000662,0.986554,0.998802,1.005551,0.985495,1.019724,1.032134,1.017377,0.899300,1.005358,0.951094,0.967414,1.062106,1.006749,0.997051,1.019130,0.942225,0.962593,0.945011,0.943342
0.020000,0.919151,1.011288,1.023293,1.025840,1.000265,0.983982,0.957302,0.968304,1.000218,0.970669,1.050991,0.977676,1.041811,1.014477,0.947108,1.034227,0.964355,0.982273,0.968964,0.951147,0.975797,1.045483,1.042072,1.039378,1.016759,1.017440,1.060102,0.996886,1.034268,1.024037,1.012269,0.989912,1.002455,1.010078,0.981587,1.019476,1.015563,1.051309,0.904008,1.025283,0.943325,0.966480,1.046795,0.995518,0.975281,1.007026,0.945456,0.980624,0.938397,0.951909
0.021000,0.923896,1.012415,1.031001,1.031036,0.995680,0.987042,0.972788,0.974898,1.001054,0.960216,1.053181,0.976981,1.054536,1.009760,0.937216,1.031104,0.967046,0.992966,0.984070,0.945737,0.986544,1.064252,1.048538,1.043933,0.995801,1.021478,1.082621,0.999927,1.017067,1.024806,0.985051,0.986422,0.994315,1.006957,0.986008,1.013617,1.002304,1.033756,0.899073,1.026883,0.959912,0.967033,1.050163,0.988832,0.970437,0.999439,0.974831,0.978513,0.941369,0.943219
